query,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
N,Reactome_2022,Deadenylation Of mRNA R-HSA-429947,1/25,0.0185931285667873,0.0371862571335746,0,0,59.407738095238095,236.7376500104764,PABPC1
N,Reactome_2022,Translation R-HSA-72766,2/281,0.018307053588486,0.0371862571335746,0,0,10.866280672732286,43.47021736188609,RPL36;PABPC1
N,KEGG_2021_Human,Alzheimer disease,2/369,0.0304201943469206,0.0380252429336508,0,0,8.223852441836094,28.72302674541276,CSNK2A2;CSNK2B
N,GO_Biological_Process_2023,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",2/180,0.0078309346799264,0.0380303118618231,0,0,17.119273984442525,83.02288774610976,SNIP1;PABPC1
N,GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),2/158,0.006086585361302,0.0380303118618231,0,0,19.555226824457595,99.76427591098042,PABPC4;RPL36
N,GO_Biological_Process_2023,Endothelial Tube Morphogenesis (GO:0061154),1/9,0.0067310464938694,0.0380303118618231,0,0,178.36607142857142,892.013120036697,CSNK2B
N,GO_Biological_Process_2023,CRD-mediated mRNA Stabilization (GO:0070934),1/10,0.0074763281564485,0.0380303118618231,0,0,158.53968253968253,776.212425317664,PABPC1
N,GO_Biological_Process_2023,TORC1 Signaling (GO:0038202),1/10,0.0074763281564485,0.0380303118618231,0,0,158.53968253968253,776.212425317664,LARP1
N,GO_Biological_Process_2023,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:2000622)",1/10,0.0074763281564485,0.0380303118618231,0,0,158.53968253968253,776.212425317664,PABPC1
N,GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),2/183,0.008084397044229,0.0380303118618231,0,0,16.832979175520613,81.09825305633304,PABPC4;RPL36
N,GO_Biological_Process_2023,Positive Regulation Of Ruffle Assembly (GO:1900029),1/12,0.0089653267055102,0.0380303118618231,0,0,129.7012987012987,611.4626002996463,FAM98A
N,GO_Biological_Process_2023,"Negative Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900152)",1/11,0.0082210881236714,0.0380303118618231,0,0,142.67857142857142,685.0073410932765,PABPC1
N,GO_Biological_Process_2023,"mRNA Splicing, Via Spliceosome (GO:0000398)",2/211,0.010626116549627,0.0380303118618231,0,0,14.557232241442769,66.15447551362965,SNIP1;PABPC1
N,GO_Biological_Process_2023,Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211),1/14,0.0104522409709381,0.0380303118618231,0,0,109.73626373626374,500.5003914455875,PABPC1
N,GO_Biological_Process_2023,Positive Regulation Of Cytoplasmic Translation (GO:2000767),1/14,0.0104522409709381,0.0380303118618231,0,0,109.73626373626374,500.5003914455875,PABPC1
N,GO_Biological_Process_2023,Regulation Of Neuron Projection Arborization (GO:0150011),1/14,0.0104522409709381,0.0380303118618231,0,0,109.73626373626374,500.5003914455875,MOV10
N,GO_Biological_Process_2023,"tRNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0006388)",1/11,0.0082210881236714,0.0380303118618231,0,0,142.67857142857142,685.0073410932765,FAM98A
N,GO_Biological_Process_2023,"Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)",1/14,0.0104522409709381,0.0380303118618231,0,0,109.73626373626374,500.5003914455875,PABPC1
N,GO_Biological_Process_2023,Positive Regulation Of Histone Acetylation (GO:0035066),1/14,0.0104522409709381,0.0380303118618231,0,0,109.73626373626374,500.5003914455875,DDX21
N,GO_Biological_Process_2023,Regulation Of Translation (GO:0006417),2/202,0.0097748073632204,0.0380303118618231,0,0,15.21923076923077,70.43379156043234,UPF1;LARP1
N,GO_Biological_Process_2023,Histone mRNA Catabolic Process (GO:0071044),1/14,0.0104522409709381,0.0380303118618231,0,0,109.73626373626374,500.5003914455875,UPF1
N,GO_Biological_Process_2023,Negative Regulation Of Translational Initiation (GO:0045947),1/13,0.0097090442156726,0.0380303118618231,0,0,118.88690476190476,551.0048324972125,LARP1
N,GO_Biological_Process_2023,Cytoplasmic Sequestering Of Transcription Factor (GO:0042994),1/13,0.0097090442156726,0.0380303118618231,0,0,118.88690476190476,551.0048324972125,G3BP2
N,GO_Biological_Process_2023,Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213),1/12,0.0089653267055102,0.0380303118618231,0,0,129.7012987012987,611.4626002996463,PABPC1
N,GO_Biological_Process_2023,Regulation Of Chromosome Separation (GO:1905818),1/12,0.0089653267055102,0.0380303118618231,0,0,129.7012987012987,611.4626002996463,CSNK2A2
N,GO_Biological_Process_2023,Defense Response To Virus (GO:0051607),2/189,0.0086023891435701,0.0380303118618231,0,0,16.287947346770878,77.46084051521699,MOV10;G3BP1
N,GO_Biological_Process_2023,Post-Transcriptional Gene Silencing (GO:0016441),1/11,0.0082210881236714,0.0380303118618231,0,0,142.67857142857142,685.0073410932765,MOV10
N,GO_Biological_Process_2023,"RNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0000394)",1/11,0.0082210881236714,0.0380303118618231,0,0,142.67857142857142,685.0073410932765,FAM98A
N,GO_Biological_Process_2023,Regulation Of Cell Projection Organization (GO:0031344),1/13,0.0097090442156726,0.0380303118618231,0,0,118.88690476190476,551.0048324972125,MOV10
N,GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),1/15,0.0111949172924613,0.0380627187943685,0,0,101.89285714285714,457.7328151534797,DDX21
N,GO_Biological_Process_2023,mRNA Processing (GO:0006397),2/214,0.0109170075997137,0.0380627187943685,0,0,14.349056603773583,64.82090720952162,SNIP1;PABPC1
N,GO_Biological_Process_2023,Regulation Of Activin Receptor Signaling Pathway (GO:0032925),1/15,0.0111949172924613,0.0380627187943685,0,0,101.89285714285714,457.7328151534797,CSNK2B
N,GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),1/17,0.012678709933633,0.0424009315813302,0,0,89.14732142857143,389.38044082427126,DDX21
N,GO_Biological_Process_2023,Translation (GO:0006412),2/234,0.0129458994037806,0.04259618513502,0,0,13.098806366047745,56.94019938194516,PABPC4;RPL36
N,GO_Biological_Process_2023,ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194),1/18,0.01341982690512,0.0434546775975316,0,0,83.89915966386555,361.6911269349327,MOV10
N,GO_Biological_Process_2023,Regulation Of Autophagy Of Mitochondrion (GO:1903146),1/19,0.0141604247470607,0.0444419484369291,0,0,79.23412698412699,337.3237811891663,CSNK2A2
N,GO_Biological_Process_2023,Regulation Of Protein-Containing Complex Disassembly (GO:0043244),1/19,0.0141604247470607,0.0444419484369291,0,0,79.23412698412699,337.3237811891663,UPF1
N,Reactome_2022,Regulation Of MECP2 Expression And Activity R-HSA-9022692,1/31,0.0230072271319287,0.0451778278226964,0,0,47.51190476190476,179.21238137059572,MOV10
N,Reactome_2022,Oncogene Induced Senescence R-HSA-2559585,1/33,0.024474471226601,0.0472007659370162,0,0,44.53794642857143,165.24133492847943,MOV10
N,GO_Biological_Process_2023,Positive Regulation Of Translational Initiation (GO:0045948),1/21,0.0156400643604775,0.0476204944707077,0,0,71.30357142857143,296.4745049823623,LARP1
N,GO_Biological_Process_2023,Retrotransposon Silencing (GO:0010526),1/21,0.0156400643604775,0.0476204944707077,0,0,71.30357142857143,296.4745049823623,MOV10
N,GO_Biological_Process_2023,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)",1/23,0.0171176314186799,0.0484999556862599,0,0,64.81493506493507,263.6442288281798,PABPC1
N,GO_Biological_Process_2023,Histone mRNA Metabolic Process (GO:0008334),1/23,0.0171176314186799,0.0484999556862599,0,0,64.81493506493507,263.6442288281798,UPF1
N,GO_Biological_Process_2023,U2-type Prespliceosome Assembly (GO:1903241),1/23,0.0171176314186799,0.0484999556862599,0,0,64.81493506493507,263.6442288281798,SNIP1
N,GO_Biological_Process_2023,Protein Alkylation (GO:0008213),1/23,0.0171176314186799,0.0484999556862599,0,0,64.81493506493507,263.6442288281798,FAM98A
N,GO_Biological_Process_2023,Regulation Of Histone Acetylation (GO:0035065),1/22,0.0163791067947741,0.0484999556862599,0,0,67.9047619047619,279.20731867751766,DDX21
N,GO_Biological_Process_2023,Regulation Of Ruffle Assembly (GO:1900027),1/24,0.0178556385652366,0.0485673368974436,0,0,61.993788819875775,249.55202523941097,FAM98A
N,GO_Biological_Process_2023,mRNA Polyadenylation (GO:0006378),1/24,0.0178556385652366,0.0485673368974436,0,0,61.993788819875775,249.55202523941097,PABPC1
N,GO_Biological_Process_2023,Regulation Of Cytoplasmic Translation (GO:2000765),1/24,0.0178556385652366,0.0485673368974436,0,0,61.993788819875775,249.55202523941097,PABPC1
N,GO_Biological_Process_2023,Negative Regulation Of Transposition (GO:0010529),1/25,0.0185931285667873,0.0486281824054438,0,0,59.407738095238095,236.7376500104764,MOV10
N,GO_Biological_Process_2023,Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051),1/25,0.0185931285667873,0.0486281824054438,0,0,59.407738095238095,236.7376500104764,CSNK2A2
N,GO_Biological_Process_2023,RNA Polyadenylation (GO:0043631),1/25,0.0185931285667873,0.0486281824054438,0,0,59.407738095238095,236.7376500104764,PABPC1
N,GO_Biological_Process_2023,miRNA-mediated Gene Silencing (GO:0035195),1/26,0.0193301017548387,0.0492917594748388,0,0,57.02857142857143,225.0399736139121,MOV10
N,GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase III (GO:0006359),1/26,0.0193301017548387,0.0492917594748388,0,0,57.02857142857143,225.0399736139121,DDX21
Nsp1,Reactome_2022,DNA Replication Initiation R-HSA-68952,4/8,1.5743158115516402e-13,5.195242178120413e-12,0,0,9995.0,294650.45543672185,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Telomere C-strand Synthesis Initiation R-HSA-174430,4/12,1.1129689748194808e-12,1.485231888601739e-11,0,0,4996.5,137523.61563177328,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Inhibition Of Replication Initiation Of Damaged DNA By RB1/E2F1 R-HSA-113501,4/13,1.6075085797736234e-12,1.485231888601739e-11,0,0,4441.111111111111,120604.30377676584,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Removal Of Flap Intermediate R-HSA-69166,4/14,2.250351346366272e-12,1.485231888601739e-11,0,0,3996.8,107193.91524062416,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Leading Strand Synthesis R-HSA-69109,4/14,2.250351346366272e-12,1.485231888601739e-11,0,0,3996.8,107193.91524062416,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Processive Synthesis On Lagging Strand R-HSA-69183,4/15,3.068439472952938e-12,1.6876417101241156e-11,0,0,3633.272727272727,96317.52227042026,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Lagging Strand Synthesis R-HSA-69186,4/20,1.0887255347176767e-11,5.132563235097619e-11,0,0,2497.25,63039.15118478884,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,E2F Mediated Regulation Of DNA Replication R-HSA-113510,4/22,1.6435150204790108e-11,6.779499459475919e-11,0,0,2219.5555555555557,55115.11300223707,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Polymerase Switching On C-strand Of Telomere R-HSA-174411,4/25,2.841522537953797e-11,1.0418915972497255e-10,0,0,1902.190476190476,46192.9761521679,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,DNA Strand Elongation R-HSA-69190,4/31,7.064616576951065e-11,2.3313234703938516e-10,0,0,1479.037037037037,34570.03151487204,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Activation Of Pre-Replicative Complex R-HSA-68962,4/32,8.073224731947353e-11,2.4219674195842057e-10,0,0,1426.142857142857,33143.39317755628,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Telomere C-strand (Lagging Strand) Synthesis R-HSA-174417,4/33,9.186063280702248e-11,2.526167402193118e-10,0,0,1376.896551724138,31821.109983827628,PRIM2;POLA1;POLA2;PRIM1
Nsp1,KEGG_2021_Human,DNA replication,4/36,1.3220413709354004e-10,5.2881654837416e-10,0,0,1247.625,28379.319017997783,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Defective Pyroptosis R-HSA-9710421,4/42,2.5109412554856517e-10,6.373927802386654e-10,0,0,1050.3157894736842,23217.43349449284,PRIM2;POLA1;POLA2;PRIM1
Nsp1,GO_Biological_Process_2023,DNA Replication Initiation (GO:0006270),4/21,1.3447953745997468e-11,8.741169934898353e-10,0,0,2350.235294117647,58831.546202389865,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Extension Of Telomeres R-HSA-180786,4/50,5.163117530767103e-10,1.217020560823674e-09,0,0,867.304347826087,18546.705350712906,PRIM2;POLA1;POLA2;PRIM1
Nsp1,GO_Biological_Process_2023,RNA Biosynthetic Process (GO:0032774),4/29,5.333466808304972e-11,1.7333767126991159e-09,0,0,1597.52,37788.432303273556,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Diseases Of Programmed Cell Death R-HSA-9645723,4/71,2.1747139922969395e-09,4.784370783053267e-09,0,0,594.8358208955224,11864.814586966611,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Telomere Maintenance R-HSA-157579,4/92,6.243469644303538e-09,1.2877156141376048e-08,0,0,452.40909090909093,8546.790293820086,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Chromosome Maintenance R-HSA-73886,4/118,1.7111519639706542e-08,3.2459698609636886e-08,0,0,348.7719298245614,6237.2676678889775,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Synthesis Of DNA R-HSA-69239,4/119,1.7705290150711032e-08,3.2459698609636886e-08,0,0,345.7217391304348,6170.926427531064,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,DNA Replication Pre-Initiation R-HSA-69002,4/127,2.302813844314808e-08,3.999624045388877e-08,0,0,323.1056910569106,5682.314054446212,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,G1/S Transition R-HSA-69206,4/129,2.4527734490056127e-08,4.0470761908592614e-08,0,0,317.904,5570.778453718486,PRIM2;POLA1;POLA2;PRIM1
Nsp1,GO_Biological_Process_2023,DNA-templated DNA Replication (GO:0006261),4/69,1.935232783130454e-09,4.193004363449317e-08,0,0,613.2,12302.655034260231,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Mitotic G1 Phase And G1/S Transition R-HSA-453279,4/147,4.153930025624943e-08,6.527604325982053e-08,0,0,277.6363636363636,4718.881398885247,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,DNA Replication R-HSA-69306,4/155,5.1424234055710534e-08,7.71363510835658e-08,0,0,262.8211920529801,4410.969144103551,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,S Phase R-HSA-69242,4/161,5.991999554167666e-08,8.597216751631868e-08,0,0,252.70063694267515,4202.476175599767,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",4/523,6.6507010511937285e-06,9.144713945391377e-06,0,0,75.04816955684008,894.6333406605592,PRIM2;POLA1;POLA2;PRIM1
Nsp1,GO_Biological_Process_2023,DNA Metabolic Process (GO:0006259),4/288,6.174770446138517e-07,1.003400197497509e-05,0,0,138.80281690140845,1984.5504784033612,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Cell Cycle R-HSA-1640170,4/654,1.6125796881011525e-05,2.1286051882935213e-05,0,0,59.52,656.8085733183509,PRIM2;POLA1;POLA2;PRIM1
Nsp1,Reactome_2022,Disease R-HSA-1643685,4/1736,0.000735378974602747,0.0009333656216111788,0,0,21.087759815242496,152.15081417859642,PRIM2;POLA1;POLA2;PRIM1
Nsp1,GO_Biological_Process_2023,DNA Replication (GO:0006260),2/73,0.0001952441783803584,0.0025381743189446,0,0,140.30281690140845,1198.3627797911197,POLA1;POLA2
Nsp1,Reactome_2022,G1/S-Specific Transcription R-HSA-69205,1/29,0.0086695086687213,0.0105960661506594,0,0,142.61428571428573,677.1245223853919,POLA1
Nsp1,GO_Biological_Process_2023,Cell-Cell Signaling Involved In Cardiac Conduction (GO:0086019),1/5,0.0014992198216206,0.0116924657859609,0,0,999.5,6499.5590198897235,PKP2
Nsp1,GO_Biological_Process_2023,Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073),1/5,0.0014992198216206,0.0116924657859609,0,0,999.5,6499.5590198897235,PKP2
Nsp1,GO_Biological_Process_2023,Regulation Of Collagen Fibril Organization (GO:1904026),1/6,0.0017988408901478,0.0116924657859609,0,0,799.56,5053.709147518722,COLGALT1
Nsp1,GO_Biological_Process_2023,Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042),1/6,0.0017988408901478,0.0116924657859609,0,0,799.56,5053.709147518722,PKP2
Nsp1,GO_Biological_Process_2023,Desmosome Organization (GO:0002934),1/6,0.0017988408901478,0.0116924657859609,0,0,799.56,5053.709147518722,PKP2
Nsp1,GO_Biological_Process_2023,UV-damage Excision Repair (GO:0070914),1/12,0.0035949984464796,0.0122986788958513,0,0,363.3272727272727,2044.8828145385055,POLA1
Nsp1,GO_Biological_Process_2023,DNA Strand Elongation (GO:0022616),1/12,0.0035949984464796,0.0122986788958513,0,0,363.3272727272727,2044.8828145385055,POLA1
Nsp1,GO_Biological_Process_2023,DNA Strand Elongation Involved In DNA Replication (GO:0006271),1/12,0.0035949984464796,0.0122986788958513,0,0,363.3272727272727,2044.8828145385055,POLA1
Nsp1,GO_Biological_Process_2023,Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911),1/11,0.0032958256764104,0.0122986788958513,0,0,399.68,2284.210591570385,PKP2
Nsp1,GO_Biological_Process_2023,Positive Regulation Of RNA Biosynthetic Process (GO:1902680),1/9,0.0026972559359141,0.0122986788958513,0,0,499.65,2955.689739283532,PRIM2
Nsp1,GO_Biological_Process_2023,Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069),1/8,0.0023978589692277,0.0122986788958513,0,0,571.0571428571428,3445.2899826083253,PKP2
Nsp1,GO_Biological_Process_2023,Intermediate Filament Bundle Assembly (GO:0045110),1/7,0.0020983872819732,0.0122986788958513,0,0,666.2666666666667,4108.590825691207,PKP2
Nsp1,GO_Biological_Process_2023,Positive Regulation Of Sodium Ion Transport (GO:0010765),1/12,0.0035949984464796,0.0122986788958513,0,0,363.3272727272727,2044.8828145385055,PKP2
Nsp1,GO_Biological_Process_2023,Mitotic DNA Replication (GO:1902969),1/10,0.0029965781728721,0.0122986788958513,0,0,444.1111111111111,2580.4117942926405,POLA1
Nsp1,GO_Biological_Process_2023,Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),1/16,0.0047909422750142,0.0145937619180931,0,0,266.38666666666666,1422.7786907214238,PKP2
Nsp1,GO_Biological_Process_2023,DNA Biosynthetic Process (GO:0071897),1/17,0.0050897414535705,0.0145937619180931,0,0,249.725,1318.6799159042428,POLA1
Nsp1,GO_Biological_Process_2023,Positive Regulation Of Extracellular Matrix Organization (GO:1903055),1/18,0.0053884659389882,0.0145937619180931,0,0,235.0235294117647,1227.644124299904,COLGALT1
Nsp1,GO_Biological_Process_2023,Ventricular Cardiac Muscle Cell Action Potential (GO:0086005),1/17,0.0050897414535705,0.0145937619180931,0,0,249.725,1318.6799159042428,PKP2
Nsp1,GO_Biological_Process_2023,Cardiac Muscle Cell Contraction (GO:0086003),1/18,0.0053884659389882,0.0145937619180931,0,0,235.0235294117647,1227.644124299904,PKP2
Nsp1,GO_Biological_Process_2023,Ventricular Cardiac Muscle Tissue Development (GO:0003229),1/25,0.007477446810139,0.0187839354488962,0,0,166.41666666666666,814.7533474976135,PKP2
Nsp1,GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),1/26,0.007775574144635,0.0187839354488962,0,0,159.752,775.8783981291459,PKP2
Nsp1,GO_Biological_Process_2023,DNA Synthesis Involved In DNA Repair (GO:0000731),1/27,0.0080736268908127,0.0187839354488962,0,0,153.6,740.2218192098322,POLA1
Nsp1,GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),1/28,0.0083716050611861,0.0187839354488962,0,0,147.9037037037037,707.410051609059,PKP2
Nsp1,GO_Biological_Process_2023,Heterotypic Cell-Cell Adhesion (GO:0034113),1/29,0.0086695086687213,0.0187839354488962,0,0,142.61428571428573,677.1245223853919,PKP2
Nsp1,GO_Biological_Process_2023,Cardiac Muscle Cell Action Potential (GO:0086001),1/29,0.0086695086687213,0.0187839354488962,0,0,142.61428571428573,677.1245223853919,PKP2
Nsp1,GO_Biological_Process_2023,Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002),1/30,0.008967337727522,0.0188024823319011,0,0,137.68965517241378,649.0919521468393,PKP2
Nsp1,GO_Biological_Process_2023,Cardiac Muscle Tissue Morphogenesis (GO:0055008),1/31,0.0092650922497144,0.0188197186322325,0,0,133.09333333333333,623.0766346487915,PKP2
Nsp1,GO_Biological_Process_2023,Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),1/33,0.0098603777426936,0.0194219561598511,0,0,124.7625,576.3067827453115,PKP2
Nsp1,GO_Biological_Process_2023,Regulation Of Sodium Ion Transport (GO:0002028),1/35,0.0104553652553503,0.0199881982822874,0,0,117.41176470588236,535.4727918518732,PKP2
Nsp1,GO_Biological_Process_2023,Positive Regulation Of Monoatomic Ion Transport (GO:0043270),1/40,0.0119415311049953,0.0208924609440635,0,0,102.33333333333331,453.1046714729428,PKP2
Nsp1,GO_Biological_Process_2023,Cardiac Ventricle Morphogenesis (GO:0003208),1/42,0.0125354765664381,0.0208924609440635,0,0,97.33170731707315,426.2342855403557,PKP2
Nsp1,GO_Biological_Process_2023,Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),1/41,0.0122385410272356,0.0208924609440635,0,0,99.77,439.3037926149688,PKP2
Nsp1,GO_Biological_Process_2023,Collagen Fibril Organization (GO:0030199),1/42,0.0125354765664381,0.0208924609440635,0,0,97.33170731707315,426.2342855403557,COLGALT1
Nsp1,GO_Biological_Process_2023,Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303),1/41,0.0122385410272356,0.0208924609440635,0,0,99.77,439.3037926149688,POLA1
Nsp1,GO_Biological_Process_2023,Regulation Of Cell-Substrate Adhesion (GO:0010810),1/44,0.0131291245516557,0.0213348273964405,0,0,92.7953488372093,402.07503337293304,PKP2
