query,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Nsp7,Reactome_2022,Activation Of Phototransduction Cascade R-HSA-2485179,1/11,0.0174640642408144,0.0439480297928186,0,0,64.38064516129032,260.5877419554691,GNB1
Nsp7,KEGG_2021_Human,Human cytomegalovirus infection,3/225,0.0054785606076721,0.0453226377543786,0,0,9.201304753028891,47.910392188636,GNG5;GNB1;RHOA
Nsp7,Reactome_2022,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821,2/131,0.0185745365603117,0.0462344442642543,0,0,10.252713178294574,40.866941922973595,GNG5;GNB1
Nsp7,Reactome_2022,Signaling By NTRKs R-HSA-166520,2/132,0.0188416576459791,0.0463773233424717,0,0,10.173333333333334,40.40527568738696,RALA;RHOA
Nsp7,Reactome_2022,p38MAPK Events R-HSA-171007,1/12,0.0190369798873027,0.0463773233424717,0,0,58.52492668621701,231.83899894541256,RALA
Nsp7,GO_Biological_Process_2023,Endosomal Transport (GO:0016197),3/180,0.0029348972761301,0.047325218577599,0,0,11.566919929865575,67.44766815194093,RAB10;RAB14;RAB7A
Nsp7,Reactome_2022,Suppression Of Phagosomal Maturation R-HSA-9637687,1/13,0.0206074563833083,0.04915736991435,0,0,53.645161290322584,208.25600447555712,RAB7A
Nsp7,Reactome_2022,"PTK6 Regulates RHO GTPases, RAS GTPase And MAP Kinases R-HSA-8849471",1/13,0.0206074563833083,0.04915736991435,0,0,53.645161290322584,208.25600447555712,RHOA
Nsp8,Reactome_2022,Translation R-HSA-72766,8/281,8.318350984869372e-10,4.130126027010699e-08,0,0,36.086080586080584,754.4656482898932,SRP19;MRPS27;SRP72;MRPS25;NARS2;SRP54;MRPS2;MRPS5
Nsp8,Reactome_2022,KSRP (KHSRP) Binds And Destabilizes mRNA R-HSA-450604,4/17,3.754660024555181e-09,4.130126027010699e-08,0,0,307.12307692307695,5958.270030539231,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,Reactome_2022,Butyrate Response Factor 1 Binds And Destabilizes mRNA R-HSA-450385,4/17,3.754660024555181e-09,4.130126027010699e-08,0,0,307.12307692307695,5958.270030539231,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,Reactome_2022,"Tristetraprolin (TTP, ZFP36) Binds And Destabilizes mRNA R-HSA-450513",4/17,3.754660024555181e-09,4.130126027010699e-08,0,0,307.12307692307695,5958.270030539231,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,Reactome_2022,mRNA Decay By 3 To 5 Exoribonuclease R-HSA-429958,4/16,2.873495843420705e-09,4.130126027010699e-08,0,0,332.73333333333335,6544.11151961037,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,sno(s)RNA 3'-End Processing (GO:0031126),4/11,5.230907584287695e-10,4.7040879139251815e-08,0,0,570.5428571428571,12193.223240075848,EXOSC5;LARP7;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Exonucleolytic Catabolism Of Deadenylated mRNA (GO:0043928),4/12,7.840146523208636e-10,4.7040879139251815e-08,0,0,499.2,10466.523428558748,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic (GO:0000291)",4/17,3.754660024555181e-09,1.5018640098220724e-07,0,0,307.12307692307695,5958.270030539231,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,rRNA Catabolic Process (GO:0016075),4/19,6.1050033213226145e-09,1.8315009963967842e-07,0,0,266.14666666666665,5033.939887690472,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,Reactome_2022,ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994,4/27,2.7466854949572327e-08,2.5177950370441297e-07,0,0,173.50434782608696,3020.7602890527114,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Nuclear Polyadenylation-Dependent ncRNA Catabolic Process (GO:0071046),3/6,3.028853201921625e-08,4.0384709358955e-07,0,0,951.095238095238,16465.833149307455,EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Nuclear Polyadenylation-Dependent rRNA Catabolic Process (GO:0071035),3/6,3.028853201921625e-08,4.0384709358955e-07,0,0,951.095238095238,16465.833149307455,EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Nuclear Polyadenylation-Dependent tRNA Catabolic Process (GO:0071038),3/6,3.028853201921625e-08,4.0384709358955e-07,0,0,951.095238095238,16465.833149307455,EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),6/155,2.3578365722540123e-08,4.0384709358955e-07,0,0,44.355704697986575,779.0164140241355,EXOSC5;NGDN;DDX10;MPHOSPH10;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Polyadenylation-Dependent snoRNA 3'-End Processing (GO:0071051),3/6,3.028853201921625e-08,4.0384709358955e-07,0,0,951.095238095238,16465.833149307455,EXOSC5;EXOSC3;EXOSC2
Nsp8,Reactome_2022,PERK Regulates Gene Expression R-HSA-381042,4/32,5.605546067002699e-08,4.404357624073549e-07,0,0,142.4857142857143,2379.073180585837,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,tRNA Surveillance (GO:0106354),3/7,5.2963664140152754e-08,5.777854269834845e-07,0,0,713.2857142857143,11950.146155098188,EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,U4 snRNA 3'-End Processing (GO:0034475),3/7,5.2963664140152754e-08,5.777854269834845e-07,0,0,713.2857142857143,11950.146155098188,EXOSC5;EXOSC8;EXOSC3
Nsp8,GO_Biological_Process_2023,Exonucleolytic Trimming Involved In rRNA Processing (GO:0000459),3/8,8.467574531021557e-08,7.816222644019898e-07,0,0,570.6,9291.899544656286,EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,"Exonucleolytic Trimming To Generate Mature 3'-End Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000467)",3/8,8.467574531021557e-08,7.816222644019898e-07,0,0,570.6,9291.899544656286,EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,rRNA Processing (GO:0006364),5/101,1.17041215631746e-07,9.562513709353957e-07,0,0,54.49561403508772,869.7903100691633,EXOSC5;DDX10;MPHOSPH10;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",4/39,1.2750018279138608e-07,9.562513709353957e-07,0,0,113.94857142857144,1808.9504402259304,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,rRNA 3'-End Processing (GO:0031125),3/9,1.269143704595147e-07,9.562513709353957e-07,0,0,475.4761904761905,7550.444569717321,EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,SRP-dependent Cotranslational Protein Targeting To Membrane (GO:0006614),3/10,1.811644152490212e-07,1.1866360621692403e-06,0,0,407.5306122448979,6326.448515161949,SRP19;SRP72;SRP54
Nsp8,GO_Biological_Process_2023,RNA Metabolic Process (GO:0016070),5/111,1.878840431767964e-07,1.1866360621692403e-06,0,0,49.32969215491559,763.9906896950989,EXOSC5;EXOSC8;MPHOSPH10;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic, 3'-5' (GO:0034427)",3/10,1.811644152490212e-07,1.1866360621692403e-06,0,0,407.5306122448979,6326.448515161949,EXOSC5;EXOSC8;EXOSC3
Nsp8,GO_Biological_Process_2023,Nucleobase-Containing Compound Catabolic Process (GO:0034655),4/44,2.095931596487301e-07,1.2575589578923805e-06,0,0,99.68,1532.8887608230814,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Cotranslational Protein Targeting To Membrane (GO:0006613),3/13,4.307612149334254e-07,2.4614926567624306e-06,0,0,285.22857142857146,4180.798233078235,SRP19;SRP72;SRP54
Nsp8,GO_Biological_Process_2023,RNA Catabolic Process (GO:0006401),4/57,6.035698612575543e-07,3.2921992432230233e-06,0,0,75.1811320754717,1076.6241877269072,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,Reactome_2022,Deadenylation-dependent mRNA Decay R-HSA-429914,4/56,5.616631430021539e-07,3.861434108139808e-06,0,0,76.63076923076923,1102.8978903784582,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Gene Expression (GO:0010467),6/296,1.0743157128199938e-06,5.6051254581912725e-06,0,0,22.627586206896552,310.98962222871876,EXOSC5;EXOSC8;MPHOSPH10;EXOSC3;EXOSC2;MRPS5
Nsp8,GO_Biological_Process_2023,"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",3/21,1.9906452422317635e-06,9.953226211158818e-06,0,0,158.3968253968254,2079.2833207656636,EXOSC8;EXOSC3;EXOSC2
Nsp8,KEGG_2021_Human,Protein export,3/23,2.64653769137704e-06,1.058615076550816e-05,0,0,142.54285714285714,1830.572190787168,SRP19;SRP72;SRP54
Nsp8,KEGG_2021_Human,RNA degradation,4/79,2.2557425870163353e-06,1.058615076550816e-05,0,0,53.06933333333333,690.0091347863098,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,RNA Processing (GO:0006396),5/183,2.240994705833317e-06,1.0629908224601252e-05,0,0,29.269662921348313,380.75706561894526,EXOSC5;EXOSC8;MPHOSPH10;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,snRNA 3'-End Processing (GO:0034472),3/22,2.303146781996938e-06,1.0629908224601252e-05,0,0,150.05263157894737,1947.8683534573377,EXOSC5;EXOSC8;EXOSC3
Nsp8,Reactome_2022,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,5/179,2.0104422925377693e-06,1.110730631203042e-05,0,0,29.948578342407743,392.8401685269804,EXOSC5;EXOSC8;MPHOSPH10;EXOSC3;EXOSC2
Nsp8,Reactome_2022,Mitochondrial Translation Elongation R-HSA-5389840,4/82,2.6196103917131564e-06,1.110730631203042e-05,0,0,51.02051282051282,655.7403735088633,MRPS27;MRPS25;MRPS2;MRPS5
Nsp8,Reactome_2022,Mitochondrial Translation Initiation R-HSA-5368286,4/82,2.6196103917131564e-06,1.110730631203042e-05,0,0,51.02051282051282,655.7403735088633,MRPS27;MRPS25;MRPS2;MRPS5
Nsp8,Reactome_2022,Mitochondrial Translation Termination R-HSA-5419276,4/82,2.6196103917131564e-06,1.110730631203042e-05,0,0,51.02051282051282,655.7403735088633,MRPS27;MRPS25;MRPS2;MRPS5
Nsp8,Reactome_2022,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,5/189,2.625363310116281e-06,1.110730631203042e-05,0,0,28.30663615560641,363.7485194067592,EXOSC5;EXOSC8;MPHOSPH10;EXOSC3;EXOSC2
Nsp8,Reactome_2022,Unfolded Protein Response (UPR) R-HSA-381119,4/89,3.6364512223048896e-06,1.1764989248633469e-05,0,0,46.80235294117647,586.1761766268256,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,Reactome_2022,Mitochondrial Translation R-HSA-5368287,4/88,3.475796401601599e-06,1.1764989248633469e-05,0,0,47.36190476190476,595.3243150235196,MRPS27;MRPS25;MRPS2;MRPS5
Nsp8,Reactome_2022,Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,4/88,3.475796401601599e-06,1.1764989248633469e-05,0,0,47.36190476190476,595.3243150235196,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,Reactome_2022,rRNA Processing R-HSA-72312,5/199,3.379611438676722e-06,1.1764989248633469e-05,0,0,26.83396635919696,338.0475947117712,EXOSC5;EXOSC8;MPHOSPH10;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Macromolecule Catabolic Process (GO:0009057),4/85,3.0252974218023913e-06,1.344576631912174e-05,0,0,49.123456790123456,624.2855071120936,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,rRNA Metabolic Process (GO:0016072),4/91,3.974190298463977e-06,1.7032244136274187e-05,0,0,45.72183908045977,568.5825955043872,EXOSC5;DDX10;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Mitochondrial Translation (GO:0032543),4/98,5.341349225495847e-06,2.210213472618971e-05,0,0,42.30212765957447,513.5491950019301,MRPS27;MRPS25;MRPS2;MRPS5
Nsp8,GO_Biological_Process_2023,ncRNA Processing (GO:0034470),4/100,5.788898332949143e-06,2.315559333179657e-05,0,0,41.416666666666664,499.4671309916732,EXOSC5;DDX10;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Mitochondrial Gene Expression (GO:0140053),4/103,6.511462400991237e-06,2.5205660907062855e-05,0,0,40.15555555555556,479.53549563241427,MRPS27;MRPS25;MRPS2;MRPS5
Nsp8,GO_Biological_Process_2023,ncRNA Catabolic Process (GO:0034661),3/33,8.089443558921831e-06,3.0335413345956865e-05,0,0,94.98095238095236,1113.646975614803,EXOSC5;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Maturation Of SSU-rRNA (GO:0030490),3/38,1.245869713851705e-05,4.530435323097109e-05,0,0,81.39183673469388,919.165468843585,NGDN;MPHOSPH10;NOL10
Nsp8,GO_Biological_Process_2023,Nuclear mRNA Surveillance (GO:0071028),2/9,4.942569622883086e-05,0.0001744436337488148,0,0,259.3376623376623,2571.343322149568,EXOSC5;EXOSC8
Nsp8,GO_Biological_Process_2023,Regulation Of Protein Localization To Cajal Body (GO:1904869),2/10,6.173695322587491e-05,0.00020022795640824297,0,0,226.9090909090909,2199.345382715804,MEPCE;LARP7
Nsp8,GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Cajal Body (GO:1904871),2/10,6.173695322587491e-05,0.00020022795640824297,0,0,226.9090909090909,2199.345382715804,MEPCE;LARP7
Nsp8,GO_Biological_Process_2023,Nuclear RNA Surveillance (GO:0071027),2/10,6.173695322587491e-05,0.00020022795640824297,0,0,226.9090909090909,2199.345382715804,EXOSC5;EXOSC8
Nsp8,GO_Biological_Process_2023,DNA Deamination (GO:0045006),2/12,9.041513427391056e-05,0.00028552147665445447,0,0,181.5090909090909,1690.049094896529,EXOSC5;EXOSC3
Nsp8,GO_Biological_Process_2023,Translation (GO:0006412),4/234,0.00016143871831506427,0.0004967345178925054,0,0,17.170434782608694,149.92167568218542,MRPS27;MRPS25;MRPS2;MRPS5
Nsp8,Reactome_2022,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,3/108,0.0002853507455627043,0.0008719050558860409,0,0,27.035374149659862,220.65708553315363,SRP19;SRP72;SRP54
Nsp8,GO_Biological_Process_2023,Protein Targeting To ER (GO:0045047),2/23,0.00034381145881898543,0.0010314343764569,0,0,86.38528138528139,688.9586534300897,SRP72;SRP54
Nsp8,GO_Biological_Process_2023,"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",2/30,0.0005881163648560729,0.0017213161898226,0,0,64.76623376623377,481.769182294251,NGDN;NOL10
Nsp8,Reactome_2022,Metabolism Of RNA R-HSA-8953854,5/666,0.0010127037257101,0.0029315107849505,0,0,7.689704594314834,53.021524901820456,EXOSC5;EXOSC8;MPHOSPH10;EXOSC3;EXOSC2
Nsp8,Reactome_2022,Metabolism Of Proteins R-HSA-392499,8/1890,0.0011549184527537,0.0031760257450729,0,0,4.80712008501594,32.51404089852878,SRP19;MRPS27;SRP72;MRPS25;NARS2;SRP54;MRPS2;MRPS5
Nsp8,KEGG_2021_Human,Aminoacyl-tRNA biosynthesis,2/66,0.002824642125521,0.0075323790013895,0,0,28.28409090909091,166.0098965847709,SEPSECS;NARS2
Nsp8,GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),2/72,0.0033511402423285,0.009574686406653,0,0,25.851948051948053,147.3161528181512,MEPCE;LARP7
Nsp8,GO_Biological_Process_2023,Ribosomal Small Subunit Biogenesis (GO:0042274),2/84,0.0045305631020698,0.0126434319127531,0,0,22.055432372505543,119.03116239903576,NGDN;MPHOSPH10
Nsp8,GO_Biological_Process_2023,Nuclear-Transcribed mRNA Catabolic Process (GO:0000956),2/85,0.0046363464554137,0.0126445812420376,0,0,21.788608981380065,117.0882506378019,EXOSC5;EXOSC8
Nsp8,GO_Biological_Process_2023,snRNA Modification (GO:0040031),1/5,0.005986138987596,0.015963037300256,0,0,217.08695652173913,1111.118047594182,MEPCE
Nsp8,GO_Biological_Process_2023,Exocrine System Development (GO:0035272),1/6,0.0071792448741713,0.0187284648891425,0,0,173.66086956521738,857.2874884567655,SRP54
Nsp8,GO_Biological_Process_2023,Ribonucleoprotein Complex Biogenesis (GO:0022613),2/118,0.0087516484000045,0.0223446342127774,0,0,15.564263322884011,73.7514673249073,NGDN;MPHOSPH10
Nsp8,GO_Biological_Process_2023,Translational Readthrough (GO:0006451),1/8,0.0095613427178271,0.0234155331865154,0,0,124.03105590062113,576.7477724354015,SEPSECS
Nsp8,GO_Biological_Process_2023,Selenocysteine Incorporation (GO:0001514),1/8,0.0095613427178271,0.0234155331865154,0,0,124.03105590062113,576.7477724354015,SEPSECS
Nsp8,GO_Biological_Process_2023,Somatic Recombination Of Immunoglobulin Genes Involved In Immune Response (GO:0002204),1/9,0.0107503374648081,0.0252949116819014,0,0,108.52173913043478,491.9093069362491,EXOSC3
Nsp8,GO_Biological_Process_2023,Mitochondrial Ribosome Assembly (GO:0061668),1/9,0.0107503374648081,0.0252949116819014,0,0,108.52173913043478,491.9093069362491,MRPS2
Nsp8,Reactome_2022,Cellular Responses To Stress R-HSA-2262752,4/722,0.0100639971073855,0.0263580876622003,0,0,5.364345403899722,24.669502647915813,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,4/736,0.0107477793524444,0.026869448381111,0,0,5.257923497267759,23.834462275230795,EXOSC5;EXOSC8;EXOSC3;EXOSC2
Nsp8,GO_Biological_Process_2023,Isotype Switching (GO:0045190),1/11,0.0131242257813257,0.0297152281841337,0,0,86.80869565217391,376.1677267870623,EXOSC3
Nsp8,GO_Biological_Process_2023,Digestive System Development (GO:0055123),1/11,0.0131242257813257,0.0297152281841337,0,0,86.80869565217391,376.1677267870623,SRP54
Nsp8,KEGG_2021_Human,Ribosome,2/158,0.0152732459311361,0.0305464918622722,0,0,11.55011655011655,48.29857505429492,MRPS2;MRPS5
Nsp8,GO_Biological_Process_2023,Granulocyte Differentiation (GO:0030851),1/12,0.014309122256811,0.03179804945958,0,0,78.91304347826087,335.1324919763037,SRP54
Nsp8,KEGG_2021_Human,Selenocompound metabolism,1/17,0.0202131865779684,0.0323410985247494,0,0,54.23913043478261,211.60963296162683,SEPSECS
Nsp8,GO_Biological_Process_2023,Negative Regulation Of Viral Transcription (GO:0032897),1/13,0.0154926555661662,0.0338021575989082,0,0,72.33333333333333,301.441152263015,LARP7
Nsp8,GO_Biological_Process_2023,Pancreas Development (GO:0031016),1/14,0.0166748271779813,0.0339149027348772,0,0,66.76588628762542,273.32986083800455,SRP54
Nsp8,GO_Biological_Process_2023,Negative Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034244),1/14,0.0166748271779813,0.0339149027348772,0,0,66.76588628762542,273.32986083800455,LARP7
Nsp8,GO_Biological_Process_2023,Aorta Development (GO:0035904),1/14,0.0166748271779813,0.0339149027348772,0,0,66.76588628762542,273.32986083800455,HECTD1
Nsp8,GO_Biological_Process_2023,Positive Regulation Of Mitochondrial Translation (GO:0070131),1/14,0.0166748271779813,0.0339149027348772,0,0,66.76588628762542,273.32986083800455,MRPS27
Nsp8,GO_Biological_Process_2023,B Cell Activation Involved In Immune Response (GO:0002312),1/16,0.0190350912060612,0.0374460810611041,0,0,57.857971014492755,229.20267994354347,EXOSC3
Nsp8,GO_Biological_Process_2023,Establishment Of Protein Localization To Endoplasmic Reticulum (GO:0072599),1/16,0.0190350912060612,0.0374460810611041,0,0,57.857971014492755,229.20267994354347,SRP54
Nsp8,GO_Biological_Process_2023,Regulation Of Viral Transcription (GO:0046782),1/17,0.0202131865779684,0.0378997248336908,0,0,54.23913043478261,211.60963296162683,LARP7
Nsp8,GO_Biological_Process_2023,DNA Modification (GO:0006304),1/17,0.0202131865779684,0.0378997248336908,0,0,54.23913043478261,211.60963296162683,EXOSC5
Nsp8,GO_Biological_Process_2023,ncRNA Metabolic Process (GO:0034660),1/17,0.0202131865779684,0.0378997248336908,0,0,54.23913043478261,211.60963296162683,MEPCE
Nsp8,GO_Biological_Process_2023,"Negative Regulation Of DNA-templated Transcription, Elongation (GO:0032785)",1/18,0.0213899261577365,0.039489094445052,0,0,51.0460358056266,196.26359569838613,LARP7
Nsp8,GO_Biological_Process_2023,Cardiac Ventricle Development (GO:0003231),1/19,0.0225653114296027,0.041027838962914,0,0,48.207729468599034,182.7719626724847,HECTD1
Nsp8,Reactome_2022,Negative Regulation Of FLT3 R-HSA-9706369,1/15,0.0178556385652366,0.0426982661342615,0,0,61.993788819875775,249.55202523941097,SEPSECS
Nsp8,GO_Biological_Process_2023,snRNA Metabolic Process (GO:0016073),1/21,0.0249120249496479,0.0446185521486231,0,0,43.38260869565217,160.18614661402282,MEPCE
Nsp8,GO_Biological_Process_2023,Regulation Of Mitochondrial Translation (GO:0070129),1/22,0.0260833561592032,0.0460294520456527,0,0,41.31469979296066,150.65231192236567,MRPS27
Nsp8,GO_Biological_Process_2023,Artery Development (GO:0060840),1/23,0.0272533389718204,0.0473971112553398,0,0,39.43478260869565,142.06692893534887,HECTD1
Nsp8,GO_Biological_Process_2023,"RNA Splicing, Via Transesterification Reactions (GO:0000375)",1/24,0.0284219748654964,0.0480371406177404,0,0,37.71833648393195,134.2996324147713,MPHOSPH10
Nsp8,GO_Biological_Process_2023,Proteasomal Protein Catabolic Process (GO:0010498),2/220,0.0283593643282331,0.0480371406177404,0,0,8.239366138448707,29.35519713298655,ATE1;HECTD1
Nsp9,Reactome_2022,Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854,6/36,1.732911684503252e-13,2.4953928256846822e-11,0,0,399.08,11726.48816530671,NUP214;NEK9;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Viral Messenger RNA Synthesis R-HSA-168325,6/47,9.508436517226433e-13,6.846074292403032e-11,0,0,291.8487804878049,8078.79063913782,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58
Nsp9,Reactome_2022,Nuclear Envelope Breakdown R-HSA-2980766,6/53,2.027760742626372e-12,9.733251564606585e-11,0,0,254.51489361702127,6852.581651176215,NUP214;NEK9;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107,5/32,3.258657966647004e-11,6.745144099915184e-10,0,0,335.976430976431,8112.863390485438,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Nuclear Import Of Rev Protein R-HSA-180746,5/34,4.4986290170691674e-11,6.745144099915184e-10,0,0,312.7742946708464,7451.742270516032,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Rev-mediated Nuclear Export Of HIV RNA R-HSA-165054,5/35,5.246010529712014e-11,6.745144099915184e-10,0,0,302.3333333333333,7156.522699270975,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SUMOylation Of SUMOylation Proteins R-HSA-4085377,5/35,5.246010529712014e-11,6.745144099915184e-10,0,0,302.3333333333333,7156.522699270975,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,NEP/NS2 Interacts With Cellular Export Machinery R-HSA-168333,5/35,5.246010529712014e-11,6.745144099915184e-10,0,0,302.3333333333333,7156.522699270975,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Transport Of Ribonucleoproteins Into Host Nucleus R-HSA-168271,5/35,5.246010529712014e-11,6.745144099915184e-10,0,0,302.3333333333333,7156.522699270975,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Transport Of SLBP Independent Mature mRNA R-HSA-159227,5/35,5.246010529712014e-11,6.745144099915184e-10,0,0,302.3333333333333,7156.522699270975,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Vpr-mediated Nuclear Import Of PICs R-HSA-180910,5/35,5.246010529712014e-11,6.745144099915184e-10,0,0,302.3333333333333,7156.522699270975,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Transport Of SLBP Dependant Mature mRNA R-HSA-159230,5/36,6.089366201312317e-11,6.745144099915184e-10,0,0,292.5659824046921,6881.705446457129,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Export Of Viral Ribonucleoproteins From Nucleus R-HSA-168274,5/36,6.089366201312317e-11,6.745144099915184e-10,0,0,292.5659824046921,6881.705446457129,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Interactions Of Rev With Host Cellular Proteins R-HSA-177243,5/37,7.037621543758432e-11,7.238696445008674e-10,0,0,283.40909090909093,6625.301295717417,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Interactions Of Vpr With Host Cellular Proteins R-HSA-176033,5/38,8.100234306869636e-11,7.776224934594851e-10,0,0,274.80716253443524,6385.568458530287,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SUMOylation Of Ubiquitinylation Proteins R-HSA-3232142,5/39,9.287209374507779e-11,8.358488437057e-10,0,0,266.71122994652404,6160.975510890032,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,NS1 Mediated Effects On Host Pathways R-HSA-168276,5/42,1.3702875741329595e-10,1.0962300593063676e-09,0,0,245.04914004914005,5565.2694357975915,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Transport Of Mature mRNA Derived From An Intronless Transcript R-HSA-159231,5/42,1.3702875741329595e-10,1.0962300593063676e-09,0,0,245.04914004914005,5565.2694357975915,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Transport Of Mature mRNAs Derived From Intronless Transcripts R-HSA-159234,5/43,1.5498810321684002e-10,1.1746466770118402e-09,0,0,238.58851674641147,5389.15933946296,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SUMOylation Of DNA Replication Proteins R-HSA-4615885,5/45,1.965361329984199e-10,1.4128681164623628e-09,0,0,226.63636363636363,5065.3623475199975,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Mitotic Prophase R-HSA-68875,6/112,2.0604326698409456e-10,1.4128681164623628e-09,0,0,112.51698113207549,2509.45890930389,NUP214;NEK9;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SUMOylation Of RNA Binding Proteins R-HSA-4570464,5/47,2.4652913639029307e-10,1.6136452563728272e-09,0,0,215.8225108225108,4774.75815159531,NUP214;NUP62;NUP88;NUP54;NUP58
